Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temp_difference,Power,Wear_Torque,Wear_Power
,298.2,309.3,1355,43.8,142,0,0,0,0,0,0,11.100000000000023,59348.99999999999,6219.599999999999,8427557.999999998
,298.2,309.3,2056,18.7,144,0,0,0,0,0,0,11.100000000000023,38447.2,2692.7999999999997,5536396.8
,298.2,309.2,1332,60.2,147,0,0,0,0,0,0,11.0,80186.40000000001,8849.4,11787400.8
,298.1,309.1,1448,52.5,150,0,0,0,0,0,0,11.0,76020.0,7875.0,11403000.0
,298.0,308.9,1578,35.6,153,0,0,0,0,0,0,10.899999999999977,56176.8,5446.8,8595050.4
,298.0,309.0,1562,39.2,155,0,0,0,0,0,0,11.0,61230.4,6076.0,9490712.0
,298.1,309.0,1976,19.3,158,0,0,0,0,0,0,10.899999999999977,38136.8,3049.4,6025614.4
,298.2,309.2,1524,34.6,161,0,0,0,0,0,0,11.0,52730.4,5570.6,8489594.4
,298.2,309.1,1429,48.5,164,0,0,0,0,0,0,10.900000000000034,69306.5,7954.0,11366266.0
,298.2,309.1,1568,36.3,166,0,0,0,0,0,0,10.900000000000034,56918.399999999994,6025.799999999999,9448454.399999999
,298.2,309.0,1723,26.6,168,0,0,0,0,0,0,10.800000000000011,45831.8,4468.8,7699742.4
,298.2,309.0,1341,43.8,171,0,0,0,0,0,0,10.800000000000011,58735.799999999996,7489.799999999999,10043821.799999999
,298.1,308.9,1353,46.2,173,0,0,0,0,0,0,10.799999999999955,62508.600000000006,7992.6,10813987.8
,298.0,308.7,1479,58.5,176,1,0,0,1,0,0,10.699999999999989,86521.5,10296.0,15227784.0
,298.0,308.8,1496,44.9,179,0,0,0,0,0,0,10.800000000000011,67170.4,8037.099999999999,12023501.6
,298.0,308.7,1377,48.5,181,0,0,0,0,0,0,10.699999999999989,66784.5,8778.5,12087994.5
,297.9,308.5,1383,44.6,184,0,0,0,0,0,0,10.600000000000023,61681.8,8206.4,11349451.200000001
,298.0,308.7,1268,69.4,189,1,0,0,1,1,0,10.699999999999989,87999.20000000001,13116.6,16631848.800000003
,298.0,308.7,1629,34.3,191,0,0,0,0,0,0,10.699999999999989,55874.7,6551.299999999999,10672067.7
,298.0,308.8,1790,27.2,193,0,0,0,0,0,0,10.800000000000011,48688.0,5249.599999999999,9396784.0
,298.1,308.8,2206,16.3,195,0,0,0,0,0,0,10.699999999999989,35957.8,3178.5,7011771.000000001
,298.0,308.7,2101,17.4,198,0,0,0,0,0,0,10.699999999999989,36557.399999999994,3445.2,7238365.199999999
,298.0,308.7,1436,48.2,201,0,0,0,0,0,0,10.699999999999989,69215.2,9688.2,13912255.2
,298.0,308.7,1462,48.2,204,0,0,0,0,0,0,10.699999999999989,70468.40000000001,9832.800000000001,14375553.600000001
,298.0,308.7,1771,26.2,206,0,0,0,0,0,0,10.699999999999989,46400.2,5397.2,9558441.2
,298.0,308.7,1506,47.0,208,0,0,0,0,0,0,10.699999999999989,70782.0,9776.0,14722656.0
,298.0,308.7,1626,36.7,210,0,0,0,0,0,0,10.699999999999989,59674.200000000004,7707.000000000001,12531582.0
,298.0,308.8,1610,33.7,212,0,0,0,0,0,0,10.800000000000011,54257.00000000001,7144.400000000001,11502484.000000002
,298.0,308.6,1376,55.7,214,0,0,0,0,0,0,10.600000000000023,76643.2,11919.800000000001,16401644.799999999
,298.0,308.6,1507,37.3,217,0,0,0,0,0,0,10.600000000000023,56211.1,8094.099999999999,12197808.7
,298.0,308.5,1429,37.7,220,1,1,0,0,0,0,10.5,53873.3,8294.0,11852126.0
,298.1,308.7,1547,38.9,0,0,0,0,0,0,0,10.599999999999966,60178.299999999996,0.0,0.0
,298.1,308.7,1642,30.3,3,0,0,0,0,0,0,10.599999999999966,49752.6,90.9,149257.8
,298.0,308.7,1503,36.3,5,0,0,0,0,0,0,10.699999999999989,54558.899999999994,181.5,272794.5
,298.1,308.7,1568,32.9,10,0,0,0,0,0,0,10.599999999999966,51587.2,329.0,515872.0
,298.1,308.8,1628,37.6,12,0,0,0,0,0,0,10.699999999999989,61212.8,451.20000000000005,734553.6000000001
,298.2,308.9,1614,35.5,15,0,0,0,0,0,0,10.699999999999989,57297.0,532.5,859455.0
,298.2,308.9,1278,54.0,18,0,0,0,0,0,0,10.699999999999989,69012.0,972.0,1242216.0
,298.2,308.9,1408,38.8,20,0,0,0,0,0,0,10.699999999999989,54630.399999999994,776.0,1092608.0
,298.2,309.0,1371,55.7,23,0,0,0,0,0,0,10.800000000000011,76364.7,1281.1000000000001,1756388.0999999999
,298.2,308.9,1512,38.5,28,0,0,0,0,0,0,10.699999999999989,58212.0,1078.0,1629936.0
,298.3,309.1,1472,40.1,31,0,0,0,0,0,0,10.800000000000011,59027.200000000004,1243.1000000000001,1829843.2000000002
,298.2,308.9,1585,34.3,33,0,0,0,0,0,0,10.699999999999989,54365.49999999999,1131.8999999999999,1794061.4999999998
,298.2,309.0,1562,37.7,36,0,0,0,0,0,0,10.800000000000011,58887.4,1357.2,2119946.4
,298.3,309.0,1519,36.9,41,0,0,0,0,0,0,10.699999999999989,56051.1,1512.8999999999999,2298095.1
,298.2,309.0,1601,35.8,43,0,0,0,0,0,0,10.800000000000011,57315.799999999996,1539.3999999999999,2464579.4
,298.2,309.0,2449,13.8,45,0,0,0,0,0,0,10.800000000000011,33796.200000000004,621.0,1520829.0000000002
,298.1,309.0,1787,27.6,47,0,0,0,0,0,0,10.899999999999977,49321.200000000004,1297.2,2318096.4000000004
,298.1,309.1,1425,44.5,49,0,0,0,0,0,0,11.0,63412.5,2180.5,3107212.5
,298.1,309.0,1559,34.0,54,0,0,0,0,0,0,10.899999999999977,53006.0,1836.0,2862324.0
,298.1,309.0,1557,36.0,56,0,0,0,0,0,0,10.899999999999977,56052.0,2016.0,3138912.0
,298.1,309.0,1497,40.5,58,0,0,0,0,0,0,10.899999999999977,60628.5,2349.0,3516453.0
,298.1,309.0,1438,41.4,60,0,0,0,0,0,0,10.899999999999977,59533.2,2484.0,3571992.0
,298.1,308.9,1417,39.2,65,0,0,0,0,0,0,10.799999999999955,55546.4,2548.0,3610516.0
,298.0,308.9,1339,51.4,68,0,0,0,0,0,0,10.899999999999977,68824.59999999999,3495.2,4680072.8
,298.0,308.8,1757,29.1,71,0,0,0,0,0,0,10.800000000000011,51128.700000000004,2066.1,3630137.7
,298.0,308.8,1581,36.1,73,0,0,0,0,0,0,10.800000000000011,57074.100000000006,2635.3,4166409.3000000003
,298.2,308.9,1326,54.4,75,0,0,0,0,0,0,10.699999999999989,72134.4,4080.0,5410080.0
,298.4,309.1,1467,39.6,78,0,0,0,0,0,0,10.700000000000045,58093.200000000004,3088.8,4531269.600000001
,298.4,309.1,1798,29.6,81,0,0,0,0,0,0,10.700000000000045,53220.8,2397.6,4310884.8
,298.5,309.2,1449,46.4,83,0,0,0,0,0,0,10.699999999999989,67233.59999999999,3851.2,5580388.799999999
,298.4,309.1,1525,39.3,86,0,0,0,0,0,0,10.700000000000045,59932.49999999999,3379.7999999999997,5154194.999999999
,298.4,309.0,2304,15.1,89,0,0,0,0,0,0,10.600000000000023,34790.4,1343.8999999999999,3096345.6
,298.3,308.9,1379,54.7,91,0,0,0,0,0,0,10.599999999999966,75431.3,4977.7,6864248.3
,298.4,308.9,1628,34.9,93,0,0,0,0,0,0,10.5,56817.2,3245.7,5283999.6
,298.4,309.0,1474,52.7,95,0,0,0,0,0,0,10.600000000000023,77679.8,5006.5,7379581.0
,298.4,309.0,1544,38.8,97,0,0,0,0,0,0,10.600000000000023,59907.2,3763.6,5810998.399999999
,298.4,308.9,1391,48.4,100,0,0,0,0,0,0,10.5,67324.4,4840.0,6732439.999999999
,298.3,308.9,1348,55.5,102,0,0,0,0,0,0,10.599999999999966,74814.0,5661.0,7631028.0
,298.3,308.8,1349,52.1,104,0,0,0,0,0,0,10.5,70282.90000000001,5418.400000000001,7309421.600000001
,298.4,308.9,1706,29.5,107,0,0,0,0,0,0,10.5,50327.0,3156.5,5384989.0
,298.4,308.9,1638,32.4,109,0,0,0,0,0,0,10.5,53071.2,3531.6,5784760.8
,298.4,308.8,1458,40.1,111,0,0,0,0,0,0,10.400000000000034,58465.8,4451.1,6489703.800000001
,298.5,308.9,1781,27.8,113,0,0,0,0,0,0,10.399999999999977,49511.8,3141.4,5594833.4
,298.5,308.8,1332,59.1,115,0,0,0,0,0,0,10.300000000000011,78721.2,6796.5,9052938.0
,298.4,308.7,1584,31.7,117,0,0,0,0,0,0,10.300000000000011,50212.799999999996,3708.9,5874897.6
,298.4,308.6,1491,42.0,120,0,0,0,0,0,0,10.200000000000045,62622.0,5040.0,7514640.0
,298.4,308.5,1398,47.1,122,0,0,0,0,0,0,10.100000000000023,65845.8,5746.2,8033187.600000001
,298.3,308.4,1585,30.6,127,0,0,0,0,0,0,10.099999999999966,48501.0,3886.2000000000003,6159627.0
,298.2,308.3,1476,43.5,129,0,0,0,0,0,0,10.100000000000023,64206.0,5611.5,8282574.0
,298.2,308.3,1458,41.8,132,0,0,0,0,0,0,10.100000000000023,60944.399999999994,5517.599999999999,8044660.799999999
,298.2,308.4,1510,39.9,134,0,0,0,0,0,0,10.199999999999989,60249.0,5346.599999999999,8073366.0
,298.2,308.4,1388,53.8,137,0,0,0,0,0,0,10.199999999999989,74674.4,7370.599999999999,10230392.799999999
,298.2,308.3,2216,16.8,139,0,0,0,0,0,0,10.100000000000023,37228.8,2335.2000000000003,5174803.2
,298.2,308.3,1402,51.0,141,0,0,0,0,0,0,10.100000000000023,71502.0,7191.0,10081782.0
,298.0,308.2,2090,19.0,143,0,0,0,0,0,0,10.199999999999989,39710.0,2717.0,5678530.0
,298.0,308.2,1459,42.1,146,0,0,0,0,0,0,10.199999999999989,61423.9,6146.6,8967889.4
,298.0,308.1,1403,44.8,148,0,0,0,0,0,0,10.100000000000023,62854.399999999994,6630.4,9302451.2
,298.1,308.2,1521,39.3,151,0,0,0,0,0,0,10.099999999999966,59775.299999999996,5934.299999999999,9026070.299999999
,298.2,308.2,1407,47.1,153,0,0,0,0,0,0,10.0,66269.7,7206.3,10139264.1
,298.1,308.2,1654,35.3,155,0,0,0,0,0,0,10.099999999999966,58386.2,5471.5,9049861.0
,298.2,308.4,1452,43.5,158,0,0,0,0,0,0,10.199999999999989,63162.0,6873.0,9979596.0
,298.3,308.4,1528,37.3,160,0,0,0,0,0,0,10.099999999999966,56994.399999999994,5968.0,9119104.0
,298.2,308.3,1230,59.6,162,0,0,0,0,0,0,10.100000000000023,73308.0,9655.2,11875896.0
,298.2,308.2,1466,42.4,164,0,0,0,0,0,0,10.0,62158.4,6953.599999999999,10193977.6
,298.2,308.2,1478,50.1,166,0,0,0,0,0,0,10.0,74047.8,8316.6,12291934.8
,298.2,308.3,2057,18.0,168,0,0,0,0,0,0,10.100000000000023,37026.0,3024.0,6220368.0
,298.3,308.4,1490,41.7,170,0,0,0,0,0,0,10.099999999999966,62133.00000000001,7089.000000000001,10562610.000000002
,298.3,308.4,1484,43.4,172,0,0,0,0,0,0,10.099999999999966,64405.6,7464.8,11077763.2
,298.3,308.4,1593,37.0,174,0,0,0,0,0,0,10.099999999999966,58941.0,6438.0,10255734.0
,298.3,308.3,1444,43.8,176,0,0,0,0,0,0,10.0,63247.2,7708.799999999999,11131507.2
,298.3,308.4,1444,47.5,178,0,0,0,0,0,0,10.099999999999966,68590.0,8455.0,12209020.0
,298.2,308.3,1560,33.0,181,0,0,0,0,0,0,10.100000000000023,51480.0,5973.0,9317880.0
,298.1,308.3,1530,42.0,184,0,0,0,0,0,0,10.199999999999989,64260.0,7728.0,11823840.0
,298.2,308.4,1310,61.0,189,1,0,0,0,1,0,10.199999999999989,79910.0,11529.0,15102990.0
,298.2,308.3,1639,33.3,191,0,0,0,0,0,0,10.100000000000023,54578.7,6360.299999999999,10424531.7
,298.2,308.3,1400,48.7,194,0,0,0,0,0,0,10.100000000000023,68180.0,9447.800000000001,13226920.0
,298.3,308.4,1486,44.2,196,0,0,0,0,0,0,10.099999999999966,65681.2,8663.2,12873515.2
,298.2,308.3,1448,43.3,199,0,0,0,0,0,0,10.100000000000023,62698.399999999994,8616.699999999999,12476981.6
,298.2,308.3,1688,32.0,202,0,0,0,0,0,0,10.100000000000023,54016.0,6464.0,10911232.0
,298.1,308.3,1453,41.5,204,0,0,0,0,0,0,10.199999999999989,60299.5,8466.0,12301098.0
,298.2,308.4,1497,37.7,207,0,0,0,0,0,0,10.199999999999989,56436.9,7803.900000000001,11682438.3
,298.2,308.4,1355,49.4,209,0,0,0,0,0,0,10.199999999999989,66937.0,10324.6,13989833.0
,298.1,308.4,1592,38.2,211,0,0,0,0,0,0,10.299999999999955,60814.4,8060.200000000001,12831838.4
,298.0,308.3,1544,34.7,213,0,0,0,0,0,0,10.300000000000011,53576.8,7391.1,11411858.4
,298.0,308.2,1373,51.2,215,0,0,0,0,0,0,10.199999999999989,70297.6,11008.0,15113984.000000002
,298.0,308.2,1365,52.9,218,1,0,0,0,1,0,10.199999999999989,72208.5,11532.199999999999,15741453.0
,298.0,308.1,1877,24.3,0,0,0,0,0,0,0,10.100000000000023,45611.1,0.0,0.0
,297.9,308.1,1531,40.8,2,0,0,0,0,0,0,10.200000000000045,62464.799999999996,81.6,124929.59999999999
,297.9,308.0,1501,36.7,4,0,0,0,0,0,0,10.100000000000023,55086.700000000004,146.8,220346.80000000002
,297.9,308.0,1490,46.2,6,0,0,0,0,0,0,10.100000000000023,68838.0,277.20000000000005,413028.0
,297.8,307.8,1543,43.7,8,0,0,0,0,0,0,10.0,67429.1,349.6,539432.8
,297.8,307.8,1597,38.2,11,0,0,0,0,0,0,10.0,61005.4,420.20000000000005,671059.4
,297.8,307.9,1600,33.5,13,0,0,0,0,0,0,10.099999999999966,53600.0,435.5,696800.0
,297.8,307.8,1622,32.1,18,0,0,0,0,0,0,10.0,52066.200000000004,577.8000000000001,937191.6000000001
,297.8,307.8,1452,39.8,21,0,0,0,0,0,0,10.0,57789.6,835.8,1213581.5999999999
,297.8,307.8,1396,42.5,23,0,0,0,0,0,0,10.0,59330.0,977.5,1364590.0
,297.8,307.7,1505,39.7,25,0,0,0,0,0,0,9.899999999999977,59748.50000000001,992.5000000000001,1493712.5000000002
,297.8,307.8,1412,48.3,27,0,0,0,0,0,0,10.0,68199.59999999999,1304.1,1841389.1999999997
,297.8,307.7,1393,38.0,29,0,0,0,0,0,0,9.899999999999977,52934.0,1102.0,1535086.0
,297.7,307.7,1581,34.9,31,0,0,0,0,0,0,10.0,55176.899999999994,1081.8999999999999,1710483.9
,297.8,307.8,1573,37.9,33,0,0,0,0,0,0,10.0,59616.7,1250.7,1967351.0999999999
,297.8,307.9,1726,27.3,35,0,0,0,0,0,0,10.099999999999966,47119.8,955.5,1649193.0
,297.9,307.9,1540,39.8,38,0,0,0,0,0,0,10.0,61291.99999999999,1512.3999999999999,2329095.9999999995
,297.9,308.0,1296,62.9,41,0,0,0,0,0,0,10.100000000000023,81518.4,2578.9,3342254.4
,297.8,307.9,1802,25.8,43,0,0,0,0,0,0,10.099999999999966,46491.6,1109.4,1999138.8
,297.8,307.9,1447,48.6,46,0,0,0,0,0,0,10.099999999999966,70324.2,2235.6,3234913.1999999997
,297.8,307.8,1662,30.7,48,0,0,0,0,0,0,10.0,51023.4,1473.6,2449123.2
,297.8,307.8,1563,34.3,53,0,0,0,0,0,0,10.0,53610.899999999994,1817.8999999999999,2841377.6999999997
,297.9,307.8,1286,59.5,55,0,0,0,0,0,0,9.900000000000034,76517.0,3272.5,4208435.0
,297.9,307.7,1590,34.6,57,0,0,0,0,0,0,9.800000000000011,55014.0,1972.2,3135798.0
,297.9,307.7,1492,43.7,59,0,0,0,0,0,0,9.800000000000011,65200.4,2578.3,3846823.6
,297.7,307.6,1844,21.9,61,0,0,0,0,0,0,9.900000000000034,40383.6,1335.8999999999999,2463399.6
,297.7,307.6,1538,38.3,63,0,0,0,0,0,0,9.900000000000034,58905.399999999994,2412.8999999999996,3711040.1999999997
,297.7,307.6,1921,22.9,68,0,0,0,0,0,0,9.900000000000034,43990.899999999994,1557.1999999999998,2991381.1999999997
,297.8,307.8,1310,57.9,70,0,0,0,0,0,0,10.0,75849.0,4053.0,5309430.0
,297.9,307.8,1365,46.9,73,0,0,0,0,0,0,9.900000000000034,64018.5,3423.7,4673350.5
,297.9,307.8,1303,59.3,75,0,0,0,0,0,0,9.900000000000034,77267.9,4447.5,5795092.5
,297.9,307.8,1499,37.5,78,0,0,0,0,0,0,9.900000000000034,56212.5,2925.0,4384575.0
,297.9,307.8,1451,38.2,80,0,0,0,0,0,0,9.900000000000034,55428.200000000004,3056.0,4434256.0
,297.9,307.9,1336,54.4,82,0,0,0,0,0,0,10.0,72678.4,4460.8,5959628.8
,297.9,307.9,1412,44.5,85,0,0,0,0,0,0,10.0,62834.0,3782.5,5340890.0
,298.0,308.0,1433,39.2,87,0,0,0,0,0,0,10.0,56173.600000000006,3410.4,4887103.2
,297.9,307.9,1426,43.6,89,0,0,0,0,0,0,10.0,62173.6,3880.4,5533450.399999999
,297.9,307.9,1476,45.2,91,0,0,0,0,0,0,10.0,66715.2,4113.2,6071083.2
,297.9,307.9,1406,58.5,93,0,0,0,0,0,0,10.0,82251.0,5440.5,7649343.0
,297.8,307.8,1383,56.5,98,0,0,0,0,0,0,10.0,78139.5,5537.0,7657671.0
,297.9,307.8,1505,37.3,100,0,0,0,0,0,0,9.900000000000034,56136.49999999999,3729.9999999999995,5613649.999999999
,297.9,307.8,1665,33.9,102,0,0,0,0,0,0,9.900000000000034,56443.5,3457.7999999999997,5757237.0
,297.9,307.8,1397,45.0,104,0,0,0,0,0,0,9.900000000000034,62865.0,4680.0,6537960.0
,297.9,307.8,1450,43.5,106,0,0,0,0,0,0,9.900000000000034,63075.0,4611.0,6685950.0
,298.0,307.8,1567,36.4,109,0,0,0,0,0,0,9.800000000000011,57038.799999999996,3967.6,6217229.199999999
,298.0,308.0,1555,37.0,111,0,0,0,0,0,0,10.0,57535.0,4107.0,6386385.0
,298.0,307.8,1588,35.4,114,0,0,0,0,0,0,9.800000000000011,56215.2,4035.6,6408532.8
,298.0,307.8,1453,37.7,119,0,0,0,0,0,0,9.800000000000011,54778.100000000006,4486.3,6518593.9
,298.0,307.8,1622,33.3,121,0,0,0,0,0,0,9.800000000000011,54012.6,4029.2999999999997,6535524.6
,297.9,307.8,1538,38.5,123,0,0,0,0,0,0,9.900000000000034,59213.0,4735.5,7283199.0
,297.9,307.7,1527,42.8,125,0,0,0,0,0,0,9.800000000000011,65355.6,5350.0,8169450.0
,297.8,307.8,1761,28.9,128,0,0,0,0,0,0,10.0,50892.899999999994,3699.2,6514291.199999999
,297.9,307.8,1373,50.2,130,0,0,0,0,0,0,9.900000000000034,68924.6,6526.0,8960198.0
,298.0,307.9,1482,37.8,132,0,0,0,0,0,0,9.899999999999977,56019.6,4989.599999999999,7394587.2
,298.0,307.9,1417,51.0,137,0,0,0,0,0,0,9.899999999999977,72267.0,6987.0,9900579.0
,298.0,307.8,1414,51.7,140,0,0,0,0,0,0,9.800000000000011,73103.8,7238.0,10234532.0
,297.9,307.8,1635,34.0,142,0,0,0,0,0,0,9.900000000000034,55590.0,4828.0,7893780.0
,298.0,307.8,1386,57.3,147,0,0,0,0,0,0,9.800000000000011,79417.8,8423.1,11674416.6
,298.2,308.1,1379,62.3,149,0,0,0,0,0,0,9.900000000000034,85911.7,9282.699999999999,12800843.299999999
,298.2,308.0,1577,35.9,151,0,0,0,0,0,0,9.800000000000011,56614.299999999996,5420.9,8548759.299999999
,298.2,308.1,1532,42.5,154,0,0,0,0,0,0,9.900000000000034,65110.0,6545.0,10026940.0
,298.1,308.0,1374,48.8,156,0,0,0,0,0,0,9.899999999999977,67051.2,7612.799999999999,10459987.2
,298.1,308.0,1570,35.3,159,0,0,0,0,0,0,9.899999999999977,55420.99999999999,5612.7,8811938.999999998
,298.1,308.0,1697,31.0,164,0,0,0,0,0,0,9.899999999999977,52607.0,5084.0,8627548.0
,298.2,308.0,1499,44.1,166,0,0,0,0,0,0,9.800000000000011,66105.90000000001,7320.6,10973579.400000002
,298.2,308.0,1411,47.2,168,0,0,0,0,0,0,9.800000000000011,66599.2,7929.6,11188665.6
,298.2,307.9,1462,45.5,171,0,0,0,0,0,0,9.699999999999989,66521.0,7780.5,11375091.0
,298.1,307.9,1759,28.6,176,0,0,0,0,0,0,9.799999999999955,50307.4,5033.6,8854102.4
,298.2,308.0,1535,38.0,179,0,0,0,0,0,0,9.800000000000011,58330.0,6802.0,10441070.0
,298.2,307.9,1491,39.7,181,0,0,0,0,0,0,9.699999999999989,59192.700000000004,7185.700000000001,10713878.700000001
,298.2,307.9,1551,36.0,186,0,0,0,0,0,0,9.699999999999989,55836.0,6696.0,10385496.0
,298.2,307.9,1769,27.2,188,0,0,0,0,0,0,9.699999999999989,48116.799999999996,5113.599999999999,9045958.399999999
,298.2,307.9,1551,34.1,190,0,0,0,0,0,0,9.699999999999989,52889.100000000006,6479.0,10048929.000000002
,298.2,307.9,1544,31.4,192,0,0,0,0,0,0,9.699999999999989,48481.6,6028.799999999999,9308467.2
,298.2,307.8,1528,31.1,194,0,0,0,0,0,0,9.600000000000023,47520.8,6033.400000000001,9219035.200000001
,298.1,307.9,1614,35.8,196,0,0,0,0,0,0,9.799999999999955,57781.2,7016.799999999999,11325115.2
,298.1,307.8,1432,49.8,198,0,0,0,0,0,0,9.699999999999989,71313.59999999999,9860.4,14120092.799999999
,298.1,307.8,1384,43.7,200,0,0,0,0,0,0,9.699999999999989,60480.8,8740.0,12096160.0
,298.1,307.8,1540,37.8,203,0,0,0,0,0,0,9.699999999999989,58211.99999999999,7673.4,11817035.999999998
,298.0,307.7,1407,43.9,205,0,0,0,0,0,0,9.699999999999989,61767.299999999996,8999.5,12662296.5
,297.9,307.6,1418,43.0,207,0,0,0,0,0,0,9.700000000000045,60974.0,8901.0,12621618.0
,297.9,307.5,1647,30.8,212,0,0,0,0,0,0,9.600000000000023,50727.6,6529.6,10754251.2
,298.0,307.5,1644,32.8,215,0,0,0,0,0,0,9.5,53923.2,7051.999999999999,11593488.0
,298.0,307.5,1792,27.9,217,0,0,0,0,0,0,9.5,49996.799999999996,6054.299999999999,10849305.6
,297.9,307.4,1610,34.6,219,0,0,0,0,0,0,9.5,55706.0,7577.400000000001,12199614.0
,297.8,307.3,1804,26.0,222,0,0,0,0,0,0,9.5,46904.0,5772.0,10412688.0
,297.9,307.4,1604,36.1,225,1,1,0,0,0,0,9.5,57904.4,8122.5,13028490.0
,297.9,307.4,1403,52.8,0,0,0,0,0,0,0,9.5,74078.4,0.0,0.0
,297.8,307.3,1438,44.5,3,0,0,0,0,0,0,9.5,63991.0,133.5,191973.0
,297.9,307.3,1824,26.3,5,0,0,0,0,0,0,9.400000000000034,47971.200000000004,131.5,239856.00000000003
,297.9,307.3,1663,28.7,7,0,0,0,0,0,0,9.400000000000034,47728.1,200.9,334096.7
,297.9,307.3,1502,36.7,12,0,0,0,0,0,0,9.400000000000034,55123.4,440.40000000000003,661480.8
,297.9,307.4,1606,35.5,14,0,0,0,0,0,0,9.5,57013.0,497.0,798182.0
,297.9,307.5,1561,37.7,16,0,0,0,0,0,0,9.600000000000023,58849.700000000004,603.2,941595.2000000001
,297.9,307.4,1435,42.9,18,0,0,0,0,0,0,9.5,61561.5,772.1999999999999,1108107.0
,297.9,307.5,1602,38.3,21,0,0,0,0,0,0,9.600000000000023,61356.6,804.3,1288488.5999999999
,298.1,307.6,1764,27.7,23,0,0,0,0,0,0,9.5,48862.799999999996,637.1,1123844.4
,298.0,307.5,1683,27.8,26,0,0,0,0,0,0,9.5,46787.4,722.8000000000001,1216472.4000000001
,298.0,307.5,1618,35.2,31,0,0,0,0,0,0,9.5,56953.600000000006,1091.2,1765561.6
,298.0,307.6,1509,41.6,33,0,0,0,0,0,0,9.600000000000023,62774.4,1372.8,2071555.2
,297.9,307.6,1550,39.0,35,0,0,0,0,0,0,9.700000000000045,60450.0,1365.0,2115750.0
,297.9,307.6,1519,44.0,37,0,0,0,0,0,0,9.700000000000045,66836.0,1628.0,2472932.0
,297.9,307.6,1481,38.0,40,0,0,0,0,0,0,9.700000000000045,56278.0,1520.0,2251120.0
,298.1,307.7,1289,48.3,42,0,0,0,0,0,0,9.599999999999966,62258.7,2028.6,2614865.4
,298.0,307.6,1844,23.8,44,0,0,0,0,0,0,9.600000000000023,43887.200000000004,1047.2,1931036.8000000003
,298.0,307.7,1479,42.5,47,0,0,0,0,0,0,9.699999999999989,62857.5,1997.5,2954302.5
,298.0,307.7,1430,47.3,49,0,0,0,0,0,0,9.699999999999989,67639.0,2317.7,3314311.0
,298.1,307.8,1636,36.7,51,0,0,0,0,0,0,9.699999999999989,60041.200000000004,1871.7,3062101.2
,298.1,307.8,1503,44.7,54,0,0,0,0,0,0,9.699999999999989,67184.1,2413.8,3627941.4000000004
,298.1,307.8,1608,32.6,57,0,0,0,0,0,0,9.699999999999989,52420.8,1858.2,2987985.6
,298.2,307.8,1521,42.9,60,0,0,0,0,0,0,9.600000000000023,65250.9,2574.0,3915054.0
,298.2,307.8,1439,41.6,62,0,0,0,0,0,0,9.600000000000023,59862.4,2579.2000000000003,3711468.8000000003
,298.2,307.8,1627,31.5,64,0,0,0,0,0,0,9.600000000000023,51250.5,2016.0,3280032.0
,298.2,307.8,1749,26.1,66,0,0,0,0,0,0,9.600000000000023,45648.9,1722.6000000000001,3012827.4
,298.2,307.8,1530,35.9,68,0,0,0,0,0,0,9.600000000000023,54927.0,2441.2,3735036.0
,298.2,307.8,1355,51.3,70,0,0,0,0,0,0,9.600000000000023,69511.5,3591.0,4865805.0
,298.3,307.9,1551,33.8,72,0,0,0,0,0,0,9.599999999999966,52423.799999999996,2433.6,3774513.5999999996
,298.2,307.8,1515,46.7,74,0,0,0,0,0,0,9.600000000000023,70750.5,3455.8,5235537.0
,298.2,307.8,1388,48.6,76,0,0,0,0,0,0,9.600000000000023,67456.8,3693.6,5126716.8
,298.2,307.8,1585,34.6,78,0,0,0,0,0,0,9.600000000000023,54841.0,2698.8,4277598.0
,298.1,307.7,1523,37.7,80,0,0,0,0,0,0,9.599999999999966,57417.100000000006,3016.0,4593368.0
,298.2,307.6,1369,54.5,82,0,0,0,0,0,0,9.400000000000034,74610.5,4469.0,6118061.0
,298.2,307.7,1681,31.0,84,0,0,0,0,0,0,9.5,52111.0,2604.0,4377324.0
,298.2,307.7,1503,38.3,87,0,0,0,0,0,0,9.5,57564.899999999994,3332.1,5008146.3
,298.2,307.7,1459,44.5,89,0,0,0,0,0,0,9.5,64925.5,3960.5,5778369.5
,298.2,307.7,1688,32.4,91,0,0,0,0,0,0,9.5,54691.2,2948.4,4976899.2
,298.2,307.7,1952,21.6,93,0,0,0,0,0,0,9.5,42163.200000000004,2008.8000000000002,3921177.6000000006
,298.2,307.8,2029,19.9,96,0,0,0,0,0,0,9.600000000000023,40377.1,1910.3999999999999,3876201.5999999996
,298.3,307.8,1457,52.5,98,0,0,0,0,0,0,9.5,76492.5,5145.0,7496265.0
,298.3,307.8,1392,50.4,101,0,0,0,0,0,0,9.5,70156.8,5090.4,7085836.800000001
,298.3,307.8,1906,22.1,104,0,0,0,0,0,0,9.5,42122.600000000006,2298.4,4380750.4
,298.3,307.7,1602,33.4,106,0,0,0,0,0,0,9.399999999999977,53506.799999999996,3540.3999999999996,5671720.8
,298.3,307.7,1465,49.4,109,0,0,0,0,0,0,9.399999999999977,72371.0,5384.599999999999,7888439.0
,298.3,307.7,1439,43.8,111,0,0,0,0,0,0,9.399999999999977,63028.2,4861.799999999999,6996130.199999999
